time_window_sec,amm_oracle,oracle_count,trade_count,oracle_trade_ratio,pool,pool_oracle_p99,pool_trade_p10
2545992,HumidiFi,476,0,476.0,HumidiFi,247.90000000000146,0.0
2546202,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2546208,HumidiFi,438,0,438.0,HumidiFi,247.90000000000146,0.0
2546257,HumidiFi,256,0,256.0,HumidiFi,247.90000000000146,0.0
2546260,HumidiFi,371,0,371.0,HumidiFi,247.90000000000146,0.0
2546261,HumidiFi,382,0,382.0,HumidiFi,247.90000000000146,0.0
2546281,HumidiFi,283,0,283.0,HumidiFi,247.90000000000146,0.0
2546345,HumidiFi,505,0,505.0,HumidiFi,247.90000000000146,0.0
2546652,HumidiFi,277,0,277.0,HumidiFi,247.90000000000146,0.0
2546657,HumidiFi,269,0,269.0,HumidiFi,247.90000000000146,0.0
2546723,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2546801,HumidiFi,314,0,314.0,HumidiFi,247.90000000000146,0.0
2546868,HumidiFi,317,0,317.0,HumidiFi,247.90000000000146,0.0
2546901,HumidiFi,264,0,264.0,HumidiFi,247.90000000000146,0.0
2546904,HumidiFi,337,0,337.0,HumidiFi,247.90000000000146,0.0
2546962,HumidiFi,314,0,314.0,HumidiFi,247.90000000000146,0.0
2547306,HumidiFi,585,0,585.0,HumidiFi,247.90000000000146,0.0
2547313,HumidiFi,356,0,356.0,HumidiFi,247.90000000000146,0.0
2547317,HumidiFi,264,0,264.0,HumidiFi,247.90000000000146,0.0
2547318,HumidiFi,537,0,537.0,HumidiFi,247.90000000000146,0.0
2547329,HumidiFi,265,0,265.0,HumidiFi,247.90000000000146,0.0
2547345,HumidiFi,304,0,304.0,HumidiFi,247.90000000000146,0.0
2547349,HumidiFi,289,0,289.0,HumidiFi,247.90000000000146,0.0
2547360,HumidiFi,253,0,253.0,HumidiFi,247.90000000000146,0.0
2547366,HumidiFi,331,0,331.0,HumidiFi,247.90000000000146,0.0
2547370,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2547604,HumidiFi,265,0,265.0,HumidiFi,247.90000000000146,0.0
2547607,HumidiFi,296,0,296.0,HumidiFi,247.90000000000146,0.0
2547622,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2547625,HumidiFi,262,0,262.0,HumidiFi,247.90000000000146,0.0
2547720,HumidiFi,313,0,313.0,HumidiFi,247.90000000000146,0.0
2547765,HumidiFi,298,0,298.0,HumidiFi,247.90000000000146,0.0
2547766,HumidiFi,299,0,299.0,HumidiFi,247.90000000000146,0.0
2547855,HumidiFi,304,0,304.0,HumidiFi,247.90000000000146,0.0
2547876,HumidiFi,338,0,338.0,HumidiFi,247.90000000000146,0.0
2548066,HumidiFi,278,0,278.0,HumidiFi,247.90000000000146,0.0
2548090,HumidiFi,392,0,392.0,HumidiFi,247.90000000000146,0.0
2548659,HumidiFi,314,0,314.0,HumidiFi,247.90000000000146,0.0
2548660,HumidiFi,367,0,367.0,HumidiFi,247.90000000000146,0.0
2548671,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2548680,HumidiFi,340,0,340.0,HumidiFi,247.90000000000146,0.0
2548815,HumidiFi,274,0,274.0,HumidiFi,247.90000000000146,0.0
2549044,HumidiFi,257,0,257.0,HumidiFi,247.90000000000146,0.0
2552444,HumidiFi,328,0,328.0,HumidiFi,247.90000000000146,0.0
2556109,HumidiFi,292,0,292.0,HumidiFi,247.90000000000146,0.0
2559676,HumidiFi,399,0,399.0,HumidiFi,247.90000000000146,0.0
2559679,HumidiFi,257,0,257.0,HumidiFi,247.90000000000146,0.0
2559681,HumidiFi,315,0,315.0,HumidiFi,247.90000000000146,0.0
2559683,HumidiFi,261,0,261.0,HumidiFi,247.90000000000146,0.0
2560865,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2562782,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2562923,HumidiFi,296,0,296.0,HumidiFi,247.90000000000146,0.0
2562927,HumidiFi,281,0,281.0,HumidiFi,247.90000000000146,0.0
2562983,HumidiFi,261,0,261.0,HumidiFi,247.90000000000146,0.0
2562984,HumidiFi,494,0,494.0,HumidiFi,247.90000000000146,0.0
2563014,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2563015,HumidiFi,274,0,274.0,HumidiFi,247.90000000000146,0.0
2563017,HumidiFi,276,0,276.0,HumidiFi,247.90000000000146,0.0
2563020,HumidiFi,335,0,335.0,HumidiFi,247.90000000000146,0.0
2563022,HumidiFi,398,0,398.0,HumidiFi,247.90000000000146,0.0
2563023,HumidiFi,261,0,261.0,HumidiFi,247.90000000000146,0.0
2563025,HumidiFi,366,0,366.0,HumidiFi,247.90000000000146,0.0
2563026,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2563029,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2563317,HumidiFi,262,0,262.0,HumidiFi,247.90000000000146,0.0
2563381,HumidiFi,261,0,261.0,HumidiFi,247.90000000000146,0.0
2563632,HumidiFi,251,0,251.0,HumidiFi,247.90000000000146,0.0
2563688,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2563803,HumidiFi,249,0,249.0,HumidiFi,247.90000000000146,0.0
2563829,HumidiFi,250,0,250.0,HumidiFi,247.90000000000146,0.0
2563942,HumidiFi,249,0,249.0,HumidiFi,247.90000000000146,0.0
2563965,HumidiFi,337,0,337.0,HumidiFi,247.90000000000146,0.0
2563992,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2564469,HumidiFi,335,0,335.0,HumidiFi,247.90000000000146,0.0
2564641,HumidiFi,407,0,407.0,HumidiFi,247.90000000000146,0.0
2564658,HumidiFi,358,0,358.0,HumidiFi,247.90000000000146,0.0
2564670,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2564671,HumidiFi,300,0,300.0,HumidiFi,247.90000000000146,0.0
2564675,HumidiFi,286,0,286.0,HumidiFi,247.90000000000146,0.0
2564677,HumidiFi,339,0,339.0,HumidiFi,247.90000000000146,0.0
2564679,HumidiFi,496,0,496.0,HumidiFi,247.90000000000146,0.0
2564681,HumidiFi,345,0,345.0,HumidiFi,247.90000000000146,0.0
2564682,HumidiFi,321,0,321.0,HumidiFi,247.90000000000146,0.0
2564686,HumidiFi,350,0,350.0,HumidiFi,247.90000000000146,0.0
2564691,HumidiFi,257,0,257.0,HumidiFi,247.90000000000146,0.0
2564713,HumidiFi,291,0,291.0,HumidiFi,247.90000000000146,0.0
2564714,HumidiFi,276,0,276.0,HumidiFi,247.90000000000146,0.0
2564724,HumidiFi,468,0,468.0,HumidiFi,247.90000000000146,0.0
2564728,HumidiFi,275,0,275.0,HumidiFi,247.90000000000146,0.0
2564729,HumidiFi,405,0,405.0,HumidiFi,247.90000000000146,0.0
2564731,HumidiFi,481,0,481.0,HumidiFi,247.90000000000146,0.0
2564732,HumidiFi,346,0,346.0,HumidiFi,247.90000000000146,0.0
2564734,HumidiFi,572,0,572.0,HumidiFi,247.90000000000146,0.0
2564735,HumidiFi,395,0,395.0,HumidiFi,247.90000000000146,0.0
2564737,HumidiFi,417,0,417.0,HumidiFi,247.90000000000146,0.0
2564738,HumidiFi,363,0,363.0,HumidiFi,247.90000000000146,0.0
2564740,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2564742,HumidiFi,352,0,352.0,HumidiFi,247.90000000000146,0.0
2564745,HumidiFi,355,0,355.0,HumidiFi,247.90000000000146,0.0
2564749,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2564752,HumidiFi,302,0,302.0,HumidiFi,247.90000000000146,0.0
2564757,HumidiFi,328,0,328.0,HumidiFi,247.90000000000146,0.0
2564759,HumidiFi,251,0,251.0,HumidiFi,247.90000000000146,0.0
2564760,HumidiFi,343,0,343.0,HumidiFi,247.90000000000146,0.0
2564761,HumidiFi,565,0,565.0,HumidiFi,247.90000000000146,0.0
2564762,HumidiFi,357,0,357.0,HumidiFi,247.90000000000146,0.0
2564763,HumidiFi,271,0,271.0,HumidiFi,247.90000000000146,0.0
2564764,HumidiFi,271,0,271.0,HumidiFi,247.90000000000146,0.0
2564768,HumidiFi,294,0,294.0,HumidiFi,247.90000000000146,0.0
2564770,HumidiFi,308,0,308.0,HumidiFi,247.90000000000146,0.0
2564772,HumidiFi,252,0,252.0,HumidiFi,247.90000000000146,0.0
2564774,HumidiFi,392,0,392.0,HumidiFi,247.90000000000146,0.0
2564775,HumidiFi,323,0,323.0,HumidiFi,247.90000000000146,0.0
2564778,HumidiFi,250,0,250.0,HumidiFi,247.90000000000146,0.0
2564786,HumidiFi,308,0,308.0,HumidiFi,247.90000000000146,0.0
2564800,HumidiFi,274,0,274.0,HumidiFi,247.90000000000146,0.0
2564803,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2565006,HumidiFi,299,0,299.0,HumidiFi,247.90000000000146,0.0
2565008,HumidiFi,295,0,295.0,HumidiFi,247.90000000000146,0.0
2565010,HumidiFi,341,0,341.0,HumidiFi,247.90000000000146,0.0
2565011,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2565012,HumidiFi,318,0,318.0,HumidiFi,247.90000000000146,0.0
2565017,HumidiFi,254,0,254.0,HumidiFi,247.90000000000146,0.0
2565021,HumidiFi,350,0,350.0,HumidiFi,247.90000000000146,0.0
2565023,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2565026,HumidiFi,390,0,390.0,HumidiFi,247.90000000000146,0.0
2565027,HumidiFi,383,0,383.0,HumidiFi,247.90000000000146,0.0
2565028,HumidiFi,411,0,411.0,HumidiFi,247.90000000000146,0.0
2565030,HumidiFi,276,0,276.0,HumidiFi,247.90000000000146,0.0
2565033,HumidiFi,275,0,275.0,HumidiFi,247.90000000000146,0.0
2565035,HumidiFi,259,0,259.0,HumidiFi,247.90000000000146,0.0
2565037,HumidiFi,317,0,317.0,HumidiFi,247.90000000000146,0.0
2565038,HumidiFi,361,0,361.0,HumidiFi,247.90000000000146,0.0
2565040,HumidiFi,290,0,290.0,HumidiFi,247.90000000000146,0.0
2565041,HumidiFi,385,0,385.0,HumidiFi,247.90000000000146,0.0
2565042,HumidiFi,318,0,318.0,HumidiFi,247.90000000000146,0.0
2565047,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2565048,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2565057,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2565061,HumidiFi,338,0,338.0,HumidiFi,247.90000000000146,0.0
2565062,HumidiFi,283,0,283.0,HumidiFi,247.90000000000146,0.0
2565065,HumidiFi,390,0,390.0,HumidiFi,247.90000000000146,0.0
2565069,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2565096,HumidiFi,400,0,400.0,HumidiFi,247.90000000000146,0.0
2565104,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2565127,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2565182,HumidiFi,357,0,357.0,HumidiFi,247.90000000000146,0.0
2565191,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2565194,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2565202,HumidiFi,288,0,288.0,HumidiFi,247.90000000000146,0.0
2565210,HumidiFi,250,0,250.0,HumidiFi,247.90000000000146,0.0
2565253,HumidiFi,256,0,256.0,HumidiFi,247.90000000000146,0.0
2565262,HumidiFi,279,0,279.0,HumidiFi,247.90000000000146,0.0
2565347,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2565348,HumidiFi,415,0,415.0,HumidiFi,247.90000000000146,0.0
2565374,HumidiFi,252,0,252.0,HumidiFi,247.90000000000146,0.0
2565428,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2565436,HumidiFi,282,0,282.0,HumidiFi,247.90000000000146,0.0
2565450,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2565489,HumidiFi,328,0,328.0,HumidiFi,247.90000000000146,0.0
2565572,HumidiFi,269,0,269.0,HumidiFi,247.90000000000146,0.0
2565588,HumidiFi,257,0,257.0,HumidiFi,247.90000000000146,0.0
2565604,HumidiFi,342,0,342.0,HumidiFi,247.90000000000146,0.0
2565606,HumidiFi,276,0,276.0,HumidiFi,247.90000000000146,0.0
2565607,HumidiFi,302,0,302.0,HumidiFi,247.90000000000146,0.0
2565652,HumidiFi,344,0,344.0,HumidiFi,247.90000000000146,0.0
2565671,HumidiFi,435,0,435.0,HumidiFi,247.90000000000146,0.0
2565734,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2565760,HumidiFi,265,0,265.0,HumidiFi,247.90000000000146,0.0
2565762,HumidiFi,265,0,265.0,HumidiFi,247.90000000000146,0.0
2565791,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2565902,HumidiFi,269,0,269.0,HumidiFi,247.90000000000146,0.0
2565990,HumidiFi,339,0,339.0,HumidiFi,247.90000000000146,0.0
2566021,HumidiFi,304,0,304.0,HumidiFi,247.90000000000146,0.0
2566046,HumidiFi,259,0,259.0,HumidiFi,247.90000000000146,0.0
2566071,HumidiFi,254,0,254.0,HumidiFi,247.90000000000146,0.0
2566185,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2566191,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2566462,HumidiFi,282,0,282.0,HumidiFi,247.90000000000146,0.0
2566466,HumidiFi,302,0,302.0,HumidiFi,247.90000000000146,0.0
2566487,HumidiFi,288,0,288.0,HumidiFi,247.90000000000146,0.0
2566501,HumidiFi,284,0,284.0,HumidiFi,247.90000000000146,0.0
2566526,HumidiFi,336,0,336.0,HumidiFi,247.90000000000146,0.0
2566552,HumidiFi,253,0,253.0,HumidiFi,247.90000000000146,0.0
2566561,HumidiFi,390,0,390.0,HumidiFi,247.90000000000146,0.0
2566566,HumidiFi,345,0,345.0,HumidiFi,247.90000000000146,0.0
2566569,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2566573,HumidiFi,364,0,364.0,HumidiFi,247.90000000000146,0.0
2566574,HumidiFi,387,0,387.0,HumidiFi,247.90000000000146,0.0
2566576,HumidiFi,260,0,260.0,HumidiFi,247.90000000000146,0.0
2566577,HumidiFi,341,0,341.0,HumidiFi,247.90000000000146,0.0
2566579,HumidiFi,499,0,499.0,HumidiFi,247.90000000000146,0.0
2566580,HumidiFi,422,0,422.0,HumidiFi,247.90000000000146,0.0
2566581,HumidiFi,318,0,318.0,HumidiFi,247.90000000000146,0.0
2566583,HumidiFi,322,0,322.0,HumidiFi,247.90000000000146,0.0
2566585,HumidiFi,250,0,250.0,HumidiFi,247.90000000000146,0.0
2566587,HumidiFi,260,0,260.0,HumidiFi,247.90000000000146,0.0
2566594,HumidiFi,330,0,330.0,HumidiFi,247.90000000000146,0.0
2566596,HumidiFi,260,0,260.0,HumidiFi,247.90000000000146,0.0
2566599,HumidiFi,261,0,261.0,HumidiFi,247.90000000000146,0.0
2566602,HumidiFi,404,0,404.0,HumidiFi,247.90000000000146,0.0
2566603,HumidiFi,474,0,474.0,HumidiFi,247.90000000000146,0.0
2566605,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2566606,HumidiFi,404,0,404.0,HumidiFi,247.90000000000146,0.0
2566608,HumidiFi,324,0,324.0,HumidiFi,247.90000000000146,0.0
2566611,HumidiFi,289,0,289.0,HumidiFi,247.90000000000146,0.0
2566615,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2566619,HumidiFi,268,0,268.0,HumidiFi,247.90000000000146,0.0
2566620,HumidiFi,420,0,420.0,HumidiFi,247.90000000000146,0.0
2566622,HumidiFi,331,0,331.0,HumidiFi,247.90000000000146,0.0
2566624,HumidiFi,282,0,282.0,HumidiFi,247.90000000000146,0.0
2566626,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2566628,HumidiFi,404,0,404.0,HumidiFi,247.90000000000146,0.0
2566630,HumidiFi,338,0,338.0,HumidiFi,247.90000000000146,0.0
2566634,HumidiFi,330,0,330.0,HumidiFi,247.90000000000146,0.0
2566637,HumidiFi,271,0,271.0,HumidiFi,247.90000000000146,0.0
2566639,HumidiFi,258,0,258.0,HumidiFi,247.90000000000146,0.0
2566645,HumidiFi,257,0,257.0,HumidiFi,247.90000000000146,0.0
2566647,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2566649,HumidiFi,284,0,284.0,HumidiFi,247.90000000000146,0.0
2566653,HumidiFi,249,0,249.0,HumidiFi,247.90000000000146,0.0
2566659,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2566805,HumidiFi,315,0,315.0,HumidiFi,247.90000000000146,0.0
2566809,HumidiFi,268,0,268.0,HumidiFi,247.90000000000146,0.0
2566826,HumidiFi,332,0,332.0,HumidiFi,247.90000000000146,0.0
2566868,HumidiFi,254,0,254.0,HumidiFi,247.90000000000146,0.0
2566931,HumidiFi,420,0,420.0,HumidiFi,247.90000000000146,0.0
2566956,HumidiFi,392,0,392.0,HumidiFi,247.90000000000146,0.0
2566969,HumidiFi,292,0,292.0,HumidiFi,247.90000000000146,0.0
2567008,HumidiFi,349,0,349.0,HumidiFi,247.90000000000146,0.0
2567041,HumidiFi,305,0,305.0,HumidiFi,247.90000000000146,0.0
2567075,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2567103,HumidiFi,264,0,264.0,HumidiFi,247.90000000000146,0.0
2567120,HumidiFi,297,0,297.0,HumidiFi,247.90000000000146,0.0
2567325,HumidiFi,249,0,249.0,HumidiFi,247.90000000000146,0.0
2567343,HumidiFi,313,0,313.0,HumidiFi,247.90000000000146,0.0
2567355,HumidiFi,305,0,305.0,HumidiFi,247.90000000000146,0.0
2567394,HumidiFi,260,0,260.0,HumidiFi,247.90000000000146,0.0
2567406,HumidiFi,355,0,355.0,HumidiFi,247.90000000000146,0.0
2567450,HumidiFi,248,0,248.0,HumidiFi,247.90000000000146,0.0
2567471,HumidiFi,362,0,362.0,HumidiFi,247.90000000000146,0.0
2567479,HumidiFi,400,0,400.0,HumidiFi,247.90000000000146,0.0
2567480,HumidiFi,300,0,300.0,HumidiFi,247.90000000000146,0.0
2567481,HumidiFi,468,0,468.0,HumidiFi,247.90000000000146,0.0
2567483,HumidiFi,489,0,489.0,HumidiFi,247.90000000000146,0.0
2567484,HumidiFi,452,0,452.0,HumidiFi,247.90000000000146,0.0
2567491,HumidiFi,404,0,404.0,HumidiFi,247.90000000000146,0.0
2567494,HumidiFi,295,0,295.0,HumidiFi,247.90000000000146,0.0
2567495,HumidiFi,292,0,292.0,HumidiFi,247.90000000000146,0.0
2567516,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2567519,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2567524,HumidiFi,287,0,287.0,HumidiFi,247.90000000000146,0.0
2567526,HumidiFi,341,0,341.0,HumidiFi,247.90000000000146,0.0
2567528,HumidiFi,277,0,277.0,HumidiFi,247.90000000000146,0.0
2567542,HumidiFi,273,0,273.0,HumidiFi,247.90000000000146,0.0
2567543,HumidiFi,311,0,311.0,HumidiFi,247.90000000000146,0.0
2567545,HumidiFi,326,0,326.0,HumidiFi,247.90000000000146,0.0
2567547,HumidiFi,271,0,271.0,HumidiFi,247.90000000000146,0.0
2567559,HumidiFi,313,0,313.0,HumidiFi,247.90000000000146,0.0
2567565,HumidiFi,255,0,255.0,HumidiFi,247.90000000000146,0.0
2567568,HumidiFi,254,0,254.0,HumidiFi,247.90000000000146,0.0
2567569,HumidiFi,273,0,273.0,HumidiFi,247.90000000000146,0.0
2567574,HumidiFi,298,0,298.0,HumidiFi,247.90000000000146,0.0
2567576,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2567578,HumidiFi,544,0,544.0,HumidiFi,247.90000000000146,0.0
2567580,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2567581,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2567828,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2567857,HumidiFi,284,0,284.0,HumidiFi,247.90000000000146,0.0
2568166,HumidiFi,403,0,403.0,HumidiFi,247.90000000000146,0.0
2568167,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2568169,HumidiFi,293,0,293.0,HumidiFi,247.90000000000146,0.0
2568176,HumidiFi,272,0,272.0,HumidiFi,247.90000000000146,0.0
2568180,HumidiFi,284,0,284.0,HumidiFi,247.90000000000146,0.0
2568181,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2568185,HumidiFi,333,0,333.0,HumidiFi,247.90000000000146,0.0
2568192,HumidiFi,268,0,268.0,HumidiFi,247.90000000000146,0.0
2568340,HumidiFi,259,0,259.0,HumidiFi,247.90000000000146,0.0
2568396,HumidiFi,338,0,338.0,HumidiFi,247.90000000000146,0.0
2568399,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2568563,HumidiFi,278,0,278.0,HumidiFi,247.90000000000146,0.0
2568602,HumidiFi,280,0,280.0,HumidiFi,247.90000000000146,0.0
2568617,HumidiFi,283,0,283.0,HumidiFi,247.90000000000146,0.0
2568665,HumidiFi,272,0,272.0,HumidiFi,247.90000000000146,0.0
2568730,HumidiFi,249,0,249.0,HumidiFi,247.90000000000146,0.0
2568776,HumidiFi,310,0,310.0,HumidiFi,247.90000000000146,0.0
2568777,HumidiFi,438,0,438.0,HumidiFi,247.90000000000146,0.0
2568779,HumidiFi,349,0,349.0,HumidiFi,247.90000000000146,0.0
2568780,HumidiFi,366,0,366.0,HumidiFi,247.90000000000146,0.0
2568782,HumidiFi,330,0,330.0,HumidiFi,247.90000000000146,0.0
2568783,HumidiFi,311,0,311.0,HumidiFi,247.90000000000146,0.0
2568789,HumidiFi,295,0,295.0,HumidiFi,247.90000000000146,0.0
2568813,HumidiFi,336,0,336.0,HumidiFi,247.90000000000146,0.0
2569298,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2569324,HumidiFi,535,0,535.0,HumidiFi,247.90000000000146,0.0
2569358,HumidiFi,258,0,258.0,HumidiFi,247.90000000000146,0.0
2569442,HumidiFi,311,0,311.0,HumidiFi,247.90000000000146,0.0
2569531,HumidiFi,306,0,306.0,HumidiFi,247.90000000000146,0.0
2569562,HumidiFi,362,0,362.0,HumidiFi,247.90000000000146,0.0
2571357,HumidiFi,319,0,319.0,HumidiFi,247.90000000000146,0.0
2571412,HumidiFi,289,0,289.0,HumidiFi,247.90000000000146,0.0
2571413,HumidiFi,500,0,500.0,HumidiFi,247.90000000000146,0.0
2571489,HumidiFi,303,0,303.0,HumidiFi,247.90000000000146,0.0
2572085,HumidiFi,287,0,287.0,HumidiFi,247.90000000000146,0.0
2572111,HumidiFi,259,0,259.0,HumidiFi,247.90000000000146,0.0
2572112,HumidiFi,509,0,509.0,HumidiFi,247.90000000000146,0.0
2572137,HumidiFi,327,0,327.0,HumidiFi,247.90000000000146,0.0
2572167,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2572233,HumidiFi,345,0,345.0,HumidiFi,247.90000000000146,0.0
2572263,HumidiFi,436,0,436.0,HumidiFi,247.90000000000146,0.0
2572264,HumidiFi,377,0,377.0,HumidiFi,247.90000000000146,0.0
2572265,HumidiFi,382,0,382.0,HumidiFi,247.90000000000146,0.0
2572270,HumidiFi,337,0,337.0,HumidiFi,247.90000000000146,0.0
2573650,HumidiFi,316,0,316.0,HumidiFi,247.90000000000146,0.0
2573693,HumidiFi,281,0,281.0,HumidiFi,247.90000000000146,0.0
2573732,HumidiFi,385,0,385.0,HumidiFi,247.90000000000146,0.0
2573781,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2573862,HumidiFi,273,0,273.0,HumidiFi,247.90000000000146,0.0
2576255,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2576669,HumidiFi,266,0,266.0,HumidiFi,247.90000000000146,0.0
2576776,HumidiFi,334,0,334.0,HumidiFi,247.90000000000146,0.0
2577768,HumidiFi,319,0,319.0,HumidiFi,247.90000000000146,0.0
2577769,HumidiFi,251,0,251.0,HumidiFi,247.90000000000146,0.0
2578776,HumidiFi,710,0,710.0,HumidiFi,247.90000000000146,0.0
2578777,HumidiFi,770,0,770.0,HumidiFi,247.90000000000146,0.0
2578778,HumidiFi,460,0,460.0,HumidiFi,247.90000000000146,0.0
2578780,HumidiFi,484,0,484.0,HumidiFi,247.90000000000146,0.0
2578783,HumidiFi,324,0,324.0,HumidiFi,247.90000000000146,0.0
2578786,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2578796,HumidiFi,268,0,268.0,HumidiFi,247.90000000000146,0.0
2578805,HumidiFi,268,0,268.0,HumidiFi,247.90000000000146,0.0
2578922,HumidiFi,276,0,276.0,HumidiFi,247.90000000000146,0.0
2578962,HumidiFi,415,0,415.0,HumidiFi,247.90000000000146,0.0
2578963,HumidiFi,343,0,343.0,HumidiFi,247.90000000000146,0.0
2578964,HumidiFi,283,0,283.0,HumidiFi,247.90000000000146,0.0
2578967,HumidiFi,331,0,331.0,HumidiFi,247.90000000000146,0.0
2579326,HumidiFi,499,0,499.0,HumidiFi,247.90000000000146,0.0
2579963,HumidiFi,269,0,269.0,HumidiFi,247.90000000000146,0.0
2580170,HumidiFi,313,0,313.0,HumidiFi,247.90000000000146,0.0
2580500,HumidiFi,290,0,290.0,HumidiFi,247.90000000000146,0.0
2580503,HumidiFi,354,0,354.0,HumidiFi,247.90000000000146,0.0
2580504,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2580508,HumidiFi,351,0,351.0,HumidiFi,247.90000000000146,0.0
2580588,HumidiFi,267,0,267.0,HumidiFi,247.90000000000146,0.0
2580598,HumidiFi,311,0,311.0,HumidiFi,247.90000000000146,0.0
2580651,HumidiFi,320,0,320.0,HumidiFi,247.90000000000146,0.0
2580659,HumidiFi,277,0,277.0,HumidiFi,247.90000000000146,0.0
2580691,HumidiFi,321,0,321.0,HumidiFi,247.90000000000146,0.0
2580958,HumidiFi,298,0,298.0,HumidiFi,247.90000000000146,0.0
2580959,HumidiFi,327,0,327.0,HumidiFi,247.90000000000146,0.0
2581852,HumidiFi,377,0,377.0,HumidiFi,247.90000000000146,0.0
2581861,HumidiFi,438,0,438.0,HumidiFi,247.90000000000146,0.0
2581863,HumidiFi,355,0,355.0,HumidiFi,247.90000000000146,0.0
2581864,HumidiFi,392,0,392.0,HumidiFi,247.90000000000146,0.0
2581865,HumidiFi,405,0,405.0,HumidiFi,247.90000000000146,0.0
2581867,HumidiFi,452,0,452.0,HumidiFi,247.90000000000146,0.0
2581869,HumidiFi,375,0,375.0,HumidiFi,247.90000000000146,0.0
2581875,HumidiFi,329,0,329.0,HumidiFi,247.90000000000146,0.0
2581876,HumidiFi,277,0,277.0,HumidiFi,247.90000000000146,0.0
2582042,HumidiFi,271,0,271.0,HumidiFi,247.90000000000146,0.0
2582314,HumidiFi,252,0,252.0,HumidiFi,247.90000000000146,0.0
2582334,HumidiFi,251,0,251.0,HumidiFi,247.90000000000146,0.0
2582418,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2543988,SolFiV2,34,0,34.0,SolFiV2,33.0,0.0
2544358,SolFiV2,52,0,52.0,SolFiV2,33.0,0.0
2544360,SolFiV2,41,0,41.0,SolFiV2,33.0,0.0
2544361,SolFiV2,48,0,48.0,SolFiV2,33.0,0.0
