signer,total_trades,trades_per_hour,aggregator_likelihood,late_slot_ratio,oracle_backrun_ratio,high_bytes_ratio,cluster_ratio,mev_score,wash_trading_score,classification,binary_label,validators,total_validators,pools,total_pools,sandwich_complete,front_running,back_running,total_attacks,cost_sol,profit_sol,net_profit_sol
H8NQJwsrWyZpkoiARj8pbsQYGJTkYrfcbD6m2a9hMqkE,2,20.0,0.0,1.0,1.0,0.0,1.0,0.8,22.22222222222222,LIKELY MEV BOT,1,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,1,"SolFiV2,GoonFi",2,1,1,2,4,0.0025,0.016,0.0135
BquezqSbTb5KktK2WMztjQMGD4MNei1MUqRDCkN9PafK,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
EefUeUihChvN1s7dEqUg9EF8PqWWAEPdmjiVjfi3vXdt,2,0.2335324208032367,0.0,0.5,1.0,0.5,0.0,0.5499999999999999,0.359280647389595,LIKELY MEV BOT,1,"HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL",2,"ZeroFi,GoonFi",2,0,0,2,2,0.001,0.004,0.003
27xeUdGjZ4BdVQgsjyRPNH8QbTn2ZsMa1JiQkAw2X825,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
8Dgf8Z5RpCwcbE72LVbmvwox4CfVCH4DwAkGBMz1YF56,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,1,"GoonFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
B78NeDjME4RP8KdeRu9fqFe7q4U2VJ1yBuKgEPugTViQ,2,1.3792413827584482,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,2.5077116050153605,LIKELY MEV BOT,1,"DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a",2,GoonFi,1,0,0,2,2,0.001,0.004,0.003
3nA51uYkiq2tNjF29CFdMnQ3F1ZLaPPs5Dt87Kqfd8Ri,6,1.5041951375638682,0.5,0.3333333333333333,1.0,0.0,0.0,0.39999999999999997,3.0083902751277365,LIKELY MEV BOT,1,"FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ",6,"GoonFi,TesseraV,HumidiFi",3,0,1,6,7,0.0035,0.014,0.0105
GkFFuqbZ6cpVkL2BBEUghR4dtQngn1WukCdUbnaQL9w,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,1,"GoonFi,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
JD7FHNZdgJSe1h4CLvDEUBUnRZnev8pMqZoqx466Q6Kd,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,1,"HumidiFi,GoonFi",2,1,0,2,3,0.002,0.014,0.012
5Vwx4DiwZ6Mm37RdpsrM7GvBD8yhV8PbzrYRHfAvC2pj,5,2.057600467486826,0.3333333333333333,0.4,1.0,0.2,0.6666666666666666,0.5933333333333333,2.9676929819521534,LIKELY MEV BOT,1,"HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL",3,"GoonFi,ZeroFi",2,1,1,5,7,0.004,0.022,0.018
